datetime,time,btot,bx,by,bz,density,speed,dst,kp
2023-02-16 16:34:00+00:00,738567.690278,13.47,-6.61,11.41,2.72,3.0,447.0,6.0,2.25
2023-02-16 16:35:00+00:00,738567.690972,13.31,-6.92,11.0,2.94,3.0,447.0,6.0,2.27
2023-02-16 16:36:00+00:00,738567.691667,12.96,-5.71,11.23,2.77,3.0,446.0,6.0,2.28
2023-02-16 16:37:00+00:00,738567.692361,13.37,-5.83,11.66,2.0,3.0,446.0,6.0,2.29
2023-02-16 16:38:00+00:00,738567.693056,13.86,-6.0,12.52,0.68,3.0,447.0,6.0,2.31
2023-02-16 16:39:00+00:00,738567.69375,13.45,-5.75,11.6,1.87,3.0,446.0,6.0,2.32
2023-02-16 16:40:00+00:00,738567.694444,13.21,-2.29,12.23,3.27,3.0,445.0,6.0,2.33
2023-02-16 16:41:00+00:00,738567.695139,13.22,-5.52,10.7,5.09,3.0,447.0,6.0,2.35
2023-02-16 16:42:00+00:00,738567.695833,13.56,-5.63,11.11,3.88,3.0,448.0,7.0,2.36
2023-02-16 16:43:00+00:00,738567.696528,13.58,-4.29,12.87,0.54,3.0,449.0,7.0,2.37
2023-02-16 16:44:00+00:00,738567.697222,13.88,-5.17,12.82,0.76,3.0,449.0,7.0,2.39
2023-02-16 16:45:00+00:00,738567.697917,13.44,-6.39,10.81,3.87,3.0,447.0,7.0,2.4
2023-02-16 16:46:00+00:00,738567.698611,13.69,-6.26,11.78,2.74,3.0,448.0,7.0,2.41
2023-02-16 16:47:00+00:00,738567.699306,13.76,-7.59,9.23,6.37,3.0,448.0,7.0,2.43
2023-02-16 16:48:00+00:00,738567.7,14.7,-10.33,7.0,7.69,2.0,451.0,7.0,2.44
2023-02-16 16:49:00+00:00,738567.700694,14.71,-10.62,5.48,8.44,5.0,479.0,7.0,2.45
2023-02-16 16:50:00+00:00,738567.701389,15.33,-9.18,9.83,7.28,5.0,484.0,7.0,2.47
2023-02-16 16:51:00+00:00,738567.702083,15.56,-8.48,11.25,6.59,6.0,483.0,7.0,2.48
2023-02-16 16:52:00+00:00,738567.702778,15.3,-8.36,11.16,6.35,6.0,485.0,7.0,2.49
2023-02-16 16:53:00+00:00,738567.703472,14.99,-7.86,11.39,5.72,6.0,484.0,7.0,2.51
2023-02-16 16:54:00+00:00,738567.704167,14.77,-8.33,10.62,5.96,6.0,483.0,7.0,2.52
2023-02-16 16:55:00+00:00,738567.704861,14.68,-7.69,11.65,4.41,6.0,483.0,7.0,2.53
2023-02-16 16:56:00+00:00,738567.705556,14.38,-7.88,10.3,6.11,6.0,484.0,7.0,2.55
2023-02-16 16:57:00+00:00,738567.70625,14.16,-8.36,10.53,4.35,6.0,484.0,7.0,2.56
2023-02-16 16:58:00+00:00,738567.706944,13.94,-8.04,10.21,5.03,6.0,484.0,7.0,2.57
2023-02-16 16:59:00+00:00,738567.707639,13.82,-8.12,9.84,5.25,6.0,484.0,7.0,2.59
2023-02-16 17:00:00+00:00,738567.708333,13.96,-7.39,10.02,5.67,7.0,485.0,8.0,2.6
2023-02-16 17:01:00+00:00,738567.709028,13.55,-6.04,10.46,5.98,7.0,484.0,8.0,2.59
2023-02-16 17:02:00+00:00,738567.709722,13.28,-4.86,10.96,5.65,7.0,481.0,8.0,2.58
2023-02-16 17:03:00+00:00,738567.710417,13.74,-6.56,10.56,5.67,7.0,483.0,8.0,2.58
2023-02-16 17:04:00+00:00,738567.711111,13.74,-8.51,9.79,4.4,6.0,484.0,8.0,2.57
2023-02-16 17:05:00+00:00,738567.711806,13.76,-8.49,9.55,5.09,6.0,486.0,8.0,2.56
2023-02-16 17:06:00+00:00,738567.7125,13.85,-7.71,9.96,5.69,7.0,483.0,8.0,2.55
2023-02-16 17:07:00+00:00,738567.713194,13.86,-8.93,9.3,4.98,7.0,482.0,8.0,2.54
2023-02-16 17:08:00+00:00,738567.713889,13.9,-7.51,10.24,5.64,7.0,482.0,8.0,2.53
2023-02-16 17:09:00+00:00,738567.714583,14.57,-8.66,10.44,5.26,7.0,485.0,8.0,2.53
2023-02-16 17:10:00+00:00,738567.715278,14.21,-8.05,10.71,4.77,7.0,482.0,8.0,2.52
2023-02-16 17:11:00+00:00,738567.715972,14.2,-6.78,11.27,5.26,7.0,482.0,8.0,2.51
2023-02-16 17:12:00+00:00,738567.716667,14.01,-6.14,11.55,4.99,7.0,483.0,8.0,2.5
2023-02-16 17:13:00+00:00,738567.717361,14.04,-5.65,11.98,4.57,7.0,482.0,8.0,2.49
2023-02-16 17:14:00+00:00,738567.718056,14.31,-5.39,12.53,4.32,7.0,482.0,8.0,2.48
2023-02-16 17:15:00+00:00,738567.71875,15.0,-4.45,13.54,4.45,7.0,484.0,8.0,2.48
2023-02-16 17:16:00+00:00,738567.719444,14.64,-4.35,13.58,3.27,7.0,483.0,8.0,2.47
2023-02-16 17:17:00+00:00,738567.720139,14.21,-4.97,13.07,1.74,7.0,483.0,8.0,2.46
2023-02-16 17:18:00+00:00,738567.720833,14.77,-6.2,12.79,3.95,7.0,484.0,8.0,2.45
2023-02-16 17:19:00+00:00,738567.721528,14.74,-6.09,12.78,4.15,7.0,485.0,8.0,2.44
2023-02-16 17:20:00+00:00,738567.722222,14.3,-5.9,12.38,3.98,7.0,483.0,8.0,2.43
2023-02-16 17:21:00+00:00,738567.722917,14.69,-6.65,12.13,4.94,7.0,484.0,8.0,2.43
2023-02-16 17:22:00+00:00,738567.723611,14.45,-6.58,12.0,4.09,7.0,483.0,8.0,2.42
2023-02-16 17:23:00+00:00,738567.724306,14.16,-6.42,12.38,1.28,7.0,483.0,8.0,2.41
2023-02-16 17:24:00+00:00,738567.725,14.13,-6.78,12.33,-1.21,6.0,482.0,8.0,2.4
2023-02-16 17:25:00+00:00,738567.725694,14.09,-6.79,12.33,-0.12,7.0,481.0,8.0,2.39
2023-02-16 17:26:00+00:00,738567.726389,13.86,-6.53,12.16,0.98,7.0,481.0,8.0,2.38
2023-02-16 17:27:00+00:00,738567.727083,13.79,-7.46,11.52,0.91,7.0,483.0,8.0,2.38
2023-02-16 17:28:00+00:00,738567.727778,13.86,-8.42,10.87,1.72,7.0,483.0,8.0,2.37
2023-02-16 17:29:00+00:00,738567.728472,13.79,-8.01,11.06,1.66,7.0,484.0,8.0,2.36
2023-02-16 17:30:00+00:00,738567.729167,13.86,-5.55,12.65,0.49,7.0,482.0,9.0,2.35
2023-02-16 17:31:00+00:00,738567.729861,13.85,-6.12,12.17,2.0,6.0,484.0,9.0,2.34
2023-02-16 17:32:00+00:00,738567.730556,13.71,-5.88,12.18,2.07,6.0,484.0,9.0,2.33
2023-02-16 17:33:00+00:00,738567.73125,13.43,-6.01,11.73,2.59,6.0,482.0,9.0,2.33
2023-02-16 17:34:00+00:00,738567.731944,13.33,-5.52,11.93,2.12,3.0,453.0,9.0,2.32
2023-02-16 17:35:00+00:00,738567.732639,13.34,-5.34,12.09,1.51,3.0,452.0,9.0,2.31
2023-02-16 17:36:00+00:00,738567.733333,13.59,-4.97,12.48,1.71,3.0,452.0,9.0,2.3
2023-02-16 17:37:00+00:00,738567.734028,13.84,-4.52,12.92,2.07,2.0,454.0,9.0,2.29
2023-02-16 17:38:00+00:00,738567.734722,13.66,-3.07,13.2,1.55,2.0,454.0,9.0,2.28
2023-02-16 17:39:00+00:00,738567.735417,13.81,-3.27,13.41,0.38,3.0,454.0,9.0,2.27
2023-02-16 17:40:00+00:00,738567.736111,13.65,-4.39,12.74,2.02,2.0,454.0,9.0,2.27
2023-02-16 17:41:00+00:00,738567.736806,13.45,-5.58,11.95,2.57,3.0,453.0,9.0,2.26
2023-02-16 17:42:00+00:00,738567.7375,13.25,-5.0,11.97,1.6,3.0,452.0,9.0,2.25
2023-02-16 17:43:00+00:00,738567.738194,13.04,-9.79,6.85,5.2,3.0,451.0,9.0,2.24
2023-02-16 17:44:00+00:00,738567.738889,13.23,-10.41,6.76,4.45,3.0,449.0,9.0,2.23
2023-02-16 17:45:00+00:00,738567.739583,12.01,-9.89,3.74,-3.82,2.0,449.0,9.0,2.22
2023-02-16 17:46:00+00:00,738567.740278,11.36,-8.41,2.92,-1.48,3.0,472.0,9.0,2.22
2023-02-16 17:47:00+00:00,738567.740972,11.86,-10.44,4.82,2.76,3.0,457.0,9.0,2.21
2023-02-16 17:48:00+00:00,738567.741667,12.27,-10.55,4.76,3.91,6.0,473.0,9.0,2.2
2023-02-16 17:49:00+00:00,738567.742361,12.34,-10.54,4.79,4.19,6.0,478.0,9.0,2.19
2023-02-16 17:50:00+00:00,738567.743056,12.54,-10.98,4.79,3.82,5.0,473.0,9.0,2.18
2023-02-16 17:51:00+00:00,738567.74375,12.55,-10.86,4.73,4.07,6.0,477.0,9.0,2.17
2023-02-16 17:52:00+00:00,738567.744444,12.6,-10.34,5.62,4.5,7.0,480.0,9.0,2.17
2023-02-16 17:53:00+00:00,738567.745139,12.21,-10.57,3.68,4.19,7.0,479.0,9.0,2.16
2023-02-16 17:54:00+00:00,738567.745833,12.56,-9.7,5.68,5.42,5.0,468.0,9.0,2.15
2023-02-16 17:55:00+00:00,738567.746528,13.42,-10.31,6.69,5.34,6.0,472.0,9.0,2.14
2023-02-16 17:56:00+00:00,738567.747222,13.11,-10.44,5.44,5.66,6.0,479.0,9.0,2.13
2023-02-16 17:57:00+00:00,738567.747917,12.96,-10.23,5.46,5.66,6.0,481.0,9.0,2.12
2023-02-16 17:58:00+00:00,738567.748611,12.52,-7.96,7.45,6.15,6.0,484.0,9.0,2.12
2023-02-16 17:59:00+00:00,738567.749306,12.4,-6.95,7.38,7.08,6.0,485.0,9.0,2.11
2023-02-16 18:00:00+00:00,738567.75,12.51,-7.81,6.99,6.81,6.0,482.0,9.0,2.1
2023-02-16 18:01:00+00:00,738567.750694,12.69,-11.89,3.45,2.83,3.0,452.0,10.0,2.1
2023-02-16 18:02:00+00:00,738567.751389,11.52,-10.33,-2.66,1.7,3.0,459.0,10.0,2.11
2023-02-16 18:03:00+00:00,738567.752083,11.8,-9.24,-6.76,-0.16,2.0,447.0,10.0,2.11
2023-02-16 18:04:00+00:00,738567.752778,11.87,-8.68,-7.69,-0.33,3.0,447.0,10.0,2.12
2023-02-16 18:05:00+00:00,738567.753472,12.82,-11.49,1.13,4.86,3.0,447.0,10.0,2.13
2023-02-16 18:06:00+00:00,738567.754167,12.76,-11.69,-0.5,4.91,3.0,446.0,10.0,2.13
2023-02-16 18:07:00+00:00,738567.754861,12.72,-11.27,1.22,5.81,2.0,448.0,10.0,2.13
2023-02-16 18:08:00+00:00,738567.755556,12.58,-10.86,-1.54,3.92,3.0,448.0,10.0,2.14
2023-02-16 18:09:00+00:00,738567.75625,12.77,-11.93,-1.95,3.32,4.0,466.0,10.0,2.14
2023-02-16 18:10:00+00:00,738567.756944,12.38,-9.85,1.88,6.37,4.0,471.0,10.0,2.15
2023-02-16 18:11:00+00:00,738567.757639,12.51,-11.03,-4.55,2.91,3.0,455.0,10.0,2.16
2023-02-16 18:12:00+00:00,738567.758333,12.05,-10.93,-1.75,4.61,3.0,447.0,10.0,2.16
2023-02-16 18:13:00+00:00,738567.759028,12.47,-11.46,-0.6,4.74,4.0,457.0,10.0,2.17
2023-02-16 18:14:00+00:00,738567.759722,12.79,-10.67,1.59,6.87,5.0,468.0,10.0,2.17
2023-02-16 18:15:00+00:00,738567.760417,12.75,-11.26,0.43,5.58,4.0,456.0,10.0,2.17
2023-02-16 18:16:00+00:00,738567.761111,12.73,-10.51,3.08,6.31,3.0,460.0,10.0,2.18
2023-02-16 18:17:00+00:00,738567.761806,12.72,-10.46,2.84,6.57,3.0,455.0,10.0,2.19
2023-02-16 18:18:00+00:00,738567.7625,12.95,-7.99,5.64,8.34,5.0,475.0,10.0,2.19
2023-02-16 18:19:00+00:00,738567.763194,12.88,-4.57,7.81,8.87,6.0,486.0,10.0,2.2
2023-02-16 18:20:00+00:00,738567.763889,12.81,-4.56,8.05,8.65,6.0,487.0,10.0,2.2
2023-02-16 18:21:00+00:00,738567.764583,12.88,-5.52,7.32,8.62,7.0,485.0,10.0,2.2
2023-02-16 18:22:00+00:00,738567.765278,13.25,-5.46,8.72,7.81,7.0,487.0,10.0,2.21
2023-02-16 18:23:00+00:00,738567.765972,13.19,-3.38,8.15,9.59,6.0,492.0,10.0,2.21
2023-02-16 18:24:00+00:00,738567.766667,12.95,-6.43,6.89,7.9,7.0,485.0,10.0,2.22
2023-02-16 18:25:00+00:00,738567.767361,13.19,-8.23,3.28,9.41,7.0,481.0,10.0,2.23
2023-02-16 18:26:00+00:00,738567.768056,13.44,-7.06,6.43,8.28,7.0,483.0,10.0,2.23
2023-02-16 18:27:00+00:00,738567.76875,14.1,-4.01,11.38,7.22,6.0,490.0,10.0,2.24
2023-02-16 18:28:00+00:00,738567.769444,13.39,-6.14,4.52,10.6,6.0,487.0,10.0,2.24
2023-02-16 18:29:00+00:00,738567.770139,13.69,-4.85,9.55,8.39,6.0,490.0,10.0,2.24
2023-02-16 18:30:00+00:00,738567.770833,13.74,-5.63,9.41,8.11,7.0,488.0,10.0,2.25
2023-02-16 18:31:00+00:00,738567.771528,14.19,-5.5,11.17,6.79,7.0,488.0,11.0,2.26
2023-02-16 18:32:00+00:00,738567.772222,14.37,-5.99,11.59,5.92,7.0,487.0,11.0,2.26
2023-02-16 18:33:00+00:00,738567.772917,13.9,-6.8,10.47,6.0,7.0,485.0,11.0,2.27
2023-02-16 18:34:00+00:00,738567.773611,13.78,-7.32,9.97,6.06,7.0,485.0,11.0,2.27
2023-02-16 18:35:00+00:00,738567.774306,13.61,-6.38,10.22,6.29,7.0,486.0,11.0,2.27
2023-02-16 18:36:00+00:00,738567.775,14.53,-6.15,12.11,5.03,7.0,487.0,11.0,2.28
2023-02-16 18:37:00+00:00,738567.775694,14.12,-5.89,12.42,3.1,7.0,486.0,11.0,2.29
2023-02-16 18:38:00+00:00,738567.776389,14.25,-5.85,12.18,4.22,7.0,487.0,11.0,2.29
2023-02-16 18:39:00+00:00,738567.777083,13.93,-4.88,12.85,1.88,7.0,489.0,11.0,2.3
2023-02-16 18:40:00+00:00,738567.777778,14.56,-5.04,13.5,1.84,7.0,490.0,11.0,2.3
2023-02-16 18:41:00+00:00,738567.778472,14.61,-5.03,13.54,1.87,7.0,489.0,11.0,2.31
2023-02-16 18:42:00+00:00,738567.779167,14.07,-5.03,12.72,2.94,7.0,489.0,11.0,2.31
2023-02-16 18:43:00+00:00,738567.779861,14.14,-4.83,12.72,3.58,7.0,490.0,11.0,2.31
2023-02-16 18:44:00+00:00,738567.780556,14.15,-5.26,12.04,4.88,7.0,489.0,11.0,2.32
2023-02-16 18:45:00+00:00,738567.78125,14.12,-5.7,12.14,4.25,7.0,488.0,11.0,2.33
2023-02-16 18:46:00+00:00,738567.781944,14.31,-5.35,11.93,5.74,7.0,488.0,11.0,2.33
2023-02-16 18:47:00+00:00,738567.782639,14.09,-5.22,12.11,4.8,7.0,488.0,11.0,2.34
2023-02-16 18:48:00+00:00,738567.783333,14.2,-4.18,12.21,5.82,7.0,491.0,11.0,2.34
2023-02-16 18:49:00+00:00,738567.784028,13.53,-6.5,9.64,6.51,7.0,484.0,11.0,2.34
2023-02-16 18:50:00+00:00,738567.784722,12.82,-8.61,5.52,7.6,7.0,479.0,11.0,2.35
2023-02-16 18:51:00+00:00,738567.785417,12.7,-9.34,5.57,6.5,7.0,478.0,11.0,2.36
2023-02-16 18:52:00+00:00,738567.786111,12.86,-9.57,5.69,6.38,7.0,479.0,11.0,2.36
2023-02-16 18:53:00+00:00,738567.786806,12.55,-9.86,5.53,5.32,7.0,477.0,11.0,2.37
2023-02-16 18:54:00+00:00,738567.7875,12.51,-10.24,2.51,6.59,7.0,478.0,11.0,2.37
2023-02-16 18:55:00+00:00,738567.788194,12.86,-9.48,5.47,6.52,7.0,479.0,11.0,2.38
2023-02-16 18:56:00+00:00,738567.788889,12.58,-8.93,5.05,6.68,7.0,479.0,11.0,2.38
2023-02-16 18:57:00+00:00,738567.789583,12.03,-9.92,2.19,6.24,6.0,477.0,11.0,2.39
2023-02-16 18:58:00+00:00,738567.790278,12.35,-9.45,6.75,3.98,6.0,478.0,11.0,2.39
2023-02-16 18:59:00+00:00,738567.790972,12.45,-8.69,6.78,5.37,7.0,480.0,11.0,2.4
2023-02-16 19:00:00+00:00,738567.791667,12.56,-8.34,7.34,5.35,7.0,481.0,11.0,2.4
2023-02-16 19:01:00+00:00,738567.792361,12.78,-7.78,9.26,4.01,7.0,483.0,12.0,2.4
2023-02-16 19:02:00+00:00,738567.793056,12.64,-7.47,8.76,4.93,7.0,483.0,12.0,2.41
2023-02-16 19:03:00+00:00,738567.79375,12.68,-7.79,7.86,6.11,7.0,482.0,12.0,2.41
2023-02-16 19:04:00+00:00,738567.794444,12.72,-6.87,8.0,6.96,7.0,486.0,12.0,2.41
2023-02-16 19:05:00+00:00,738567.795139,12.89,-6.29,7.89,7.98,7.0,486.0,12.0,2.42
2023-02-16 19:06:00+00:00,738567.795833,12.83,-6.2,8.04,7.83,7.0,486.0,12.0,2.42
2023-02-16 19:07:00+00:00,738567.796528,12.82,-6.29,8.8,6.66,7.0,486.0,12.0,2.42
2023-02-16 19:08:00+00:00,738567.797222,12.95,-6.29,9.5,6.04,7.0,487.0,12.0,2.43
2023-02-16 19:09:00+00:00,738567.797917,12.99,-6.3,9.11,6.72,7.0,486.0,12.0,2.43
2023-02-16 19:10:00+00:00,738567.798611,12.94,-6.72,8.57,6.82,7.0,486.0,12.0,2.43
2023-02-16 19:11:00+00:00,738567.799306,12.93,-7.2,8.68,6.25,7.0,484.0,12.0,2.44
2023-02-16 19:12:00+00:00,738567.8,12.74,-6.95,8.77,6.05,7.0,484.0,12.0,2.44
2023-02-16 19:13:00+00:00,738567.800694,12.63,-7.15,8.16,6.42,7.0,483.0,12.0,2.44
2023-02-16 19:14:00+00:00,738567.801389,12.56,-7.46,7.73,6.37,7.0,482.0,12.0,2.45
2023-02-16 19:15:00+00:00,738567.802083,12.49,-7.77,7.31,6.32,7.0,482.0,12.0,2.45
2023-02-16 19:16:00+00:00,738567.802778,12.42,-8.08,6.88,6.26,7.0,481.0,12.0,2.45
2023-02-16 19:17:00+00:00,738567.803472,12.35,-8.39,6.46,6.21,7.0,481.0,12.0,2.46
2023-02-16 19:18:00+00:00,738567.804167,12.28,-8.7,6.03,6.16,7.0,480.0,12.0,2.46
2023-02-16 19:19:00+00:00,738567.804861,12.29,-8.77,5.52,6.55,6.0,480.0,12.0,2.46
2023-02-16 19:20:00+00:00,738567.805556,12.33,-9.48,4.39,6.51,7.0,478.0,12.0,2.47
2023-02-16 19:21:00+00:00,738567.80625,12.09,-9.27,3.21,6.98,7.0,479.0,12.0,2.47
2023-02-16 19:22:00+00:00,738567.806944,12.08,-8.51,4.23,7.44,7.0,481.0,12.0,2.47
2023-02-16 19:23:00+00:00,738567.807639,11.99,-9.34,3.17,6.78,7.0,478.0,12.0,2.48
2023-02-16 19:24:00+00:00,738567.808333,12.03,-8.62,4.37,7.02,7.0,483.0,13.0,2.48
2023-02-16 19:25:00+00:00,738567.809028,11.99,-7.69,6.56,6.36,7.0,485.0,13.0,2.48
2023-02-16 19:26:00+00:00,738567.809722,12.0,-7.19,6.52,7.0,7.0,487.0,13.0,2.49
2023-02-16 19:27:00+00:00,738567.810417,12.15,-7.68,6.17,7.1,7.0,485.0,13.0,2.49
2023-02-16 19:28:00+00:00,738567.811111,11.83,-7.21,6.81,6.28,7.0,484.0,13.0,2.49
2023-02-16 19:29:00+00:00,738567.811806,11.41,-9.67,-1.4,5.56,7.0,478.0,13.0,2.5
2023-02-16 19:30:00+00:00,738567.8125,11.45,-9.93,-0.55,5.56,7.0,478.0,13.0,2.5
2023-02-16 19:31:00+00:00,738567.813194,11.56,-10.19,1.61,5.18,7.0,477.0,13.0,2.5
2023-02-16 19:32:00+00:00,738567.813889,11.45,-10.23,0.67,5.09,7.0,478.0,13.0,2.51
2023-02-16 19:33:00+00:00,738567.814583,11.41,-10.11,-0.8,5.24,7.0,477.0,13.0,2.51
2023-02-16 19:34:00+00:00,738567.815278,11.41,-9.34,-2.2,6.05,7.0,479.0,13.0,2.51
2023-02-16 19:35:00+00:00,738567.815972,11.36,-9.61,-4.75,3.65,7.0,478.0,13.0,2.52
2023-02-16 19:36:00+00:00,738567.816667,11.54,-9.65,-4.18,4.48,7.0,478.0,13.0,2.52
2023-02-16 19:37:00+00:00,738567.817361,11.43,-9.18,-5.39,3.76,8.0,479.0,13.0,2.52
2023-02-16 19:38:00+00:00,738567.818056,11.57,-9.71,-5.64,2.73,7.0,479.0,13.0,2.53
2023-02-16 19:39:00+00:00,738567.81875,11.6,-9.64,-5.28,3.5,7.0,479.0,13.0,2.53
2023-02-16 19:40:00+00:00,738567.819444,11.45,-9.62,-5.44,2.69,7.0,478.0,13.0,2.53
2023-02-16 19:41:00+00:00,738567.820139,11.63,-8.7,-5.77,4.19,7.0,481.0,13.0,2.54
2023-02-16 19:42:00+00:00,738567.820833,11.77,-7.98,-4.25,7.19,7.0,481.0,13.0,2.54
2023-02-16 19:43:00+00:00,738567.821528,11.78,-8.71,-4.32,6.56,7.0,480.0,13.0,2.54
2023-02-16 19:44:00+00:00,738567.822222,11.82,-8.41,-3.85,6.95,7.0,481.0,13.0,2.55
2023-02-16 19:45:00+00:00,738567.822917,11.29,-8.87,-4.53,4.96,7.0,479.0,13.0,2.55
2023-02-16 19:46:00+00:00,738567.823611,10.56,-6.83,2.12,6.79,6.0,485.0,14.0,2.55
2023-02-16 19:47:00+00:00,738567.824306,11.53,-1.25,-11.3,-1.28,6.0,496.0,14.0,2.56
2023-02-16 19:48:00+00:00,738567.825,11.8,-3.25,-10.55,2.19,6.0,493.0,14.0,2.56
2023-02-16 19:49:00+00:00,738567.825694,11.49,-5.2,-9.27,4.24,7.0,487.0,14.0,2.56
2023-02-16 19:50:00+00:00,738567.826389,11.42,-4.26,-8.41,6.29,7.0,489.0,14.0,2.57
2023-02-16 19:51:00+00:00,738567.827083,11.85,-7.01,-8.38,4.54,7.0,483.0,14.0,2.57
2023-02-16 19:52:00+00:00,738567.827778,11.83,-6.18,-8.51,5.38,7.0,485.0,14.0,2.57
2023-02-16 19:53:00+00:00,738567.828472,11.74,-6.78,-9.01,3.11,7.0,484.0,14.0,2.58
2023-02-16 19:54:00+00:00,738567.829167,11.96,-8.52,-3.62,4.91,6.0,481.0,14.0,2.58
2023-02-16 19:55:00+00:00,738567.829861,13.66,-2.8,12.16,5.14,6.0,491.0,14.0,2.58
2023-02-16 19:56:00+00:00,738567.830556,13.92,-1.69,13.21,3.79,6.0,494.0,14.0,2.59
2023-02-16 19:57:00+00:00,738567.83125,13.6,-4.37,11.2,6.01,6.0,488.0,14.0,2.59
2023-02-16 19:58:00+00:00,738567.831944,13.48,-2.87,11.5,6.37,6.0,493.0,14.0,2.59
2023-02-16 19:59:00+00:00,738567.832639,13.73,-3.4,11.93,5.83,6.0,490.0,14.0,2.6
2023-02-16 20:00:00+00:00,738567.833333,13.82,-2.36,11.57,7.09,7.0,493.0,14.0,2.6
2023-02-16 20:01:00+00:00,738567.834028,13.73,-2.38,11.56,6.84,6.0,494.0,14.0,2.57
2023-02-16 20:02:00+00:00,738567.834722,13.92,-3.43,11.39,7.11,6.0,490.0,14.0,2.54
2023-02-16 20:03:00+00:00,738567.835417,13.92,-3.2,11.43,7.18,6.0,492.0,14.0,2.52
2023-02-16 20:04:00+00:00,738567.836111,13.87,-2.22,11.7,6.71,6.0,493.0,14.0,2.49
2023-02-16 20:05:00+00:00,738567.836806,13.66,-3.5,11.77,5.89,6.0,491.0,14.0,2.46
2023-02-16 20:06:00+00:00,738567.8375,13.41,-2.8,11.76,5.55,6.0,492.0,14.0,2.43
2023-02-16 20:07:00+00:00,738567.838194,14.17,-1.9,11.82,7.55,6.0,494.0,14.0,2.4
2023-02-16 20:08:00+00:00,738567.838889,15.19,-3.12,12.57,7.76,6.0,493.0,13.0,2.37
2023-02-16 20:09:00+00:00,738567.839583,15.28,-2.35,11.77,9.39,6.0,493.0,13.0,2.35
2023-02-16 20:10:00+00:00,738567.840278,15.18,-2.1,11.7,9.32,6.0,493.0,13.0,2.32
2023-02-16 20:11:00+00:00,738567.840972,14.8,0.45,10.99,9.92,5.0,501.0,13.0,2.29
2023-02-16 20:12:00+00:00,738567.841667,15.34,1.31,11.31,10.26,5.0,505.0,13.0,2.26
2023-02-16 20:13:00+00:00,738567.842361,15.45,-0.6,12.55,8.8,6.0,499.0,13.0,2.23
2023-02-16 20:14:00+00:00,738567.843056,14.7,-3.52,12.78,6.28,6.0,488.0,13.0,2.2
2023-02-16 20:15:00+00:00,738567.84375,14.44,-2.49,12.49,6.71,6.0,491.0,13.0,2.18
2023-02-16 20:16:00+00:00,738567.844444,15.06,-3.17,12.07,8.17,6.0,491.0,13.0,2.15
2023-02-16 20:17:00+00:00,738567.845139,15.14,-4.22,11.78,8.35,6.0,489.0,13.0,2.12
2023-02-16 20:18:00+00:00,738567.845833,15.02,-5.17,11.73,7.68,6.0,489.0,13.0,2.09
2023-02-16 20:19:00+00:00,738567.846528,14.73,-3.64,12.28,6.77,6.0,493.0,13.0,2.06
2023-02-16 20:20:00+00:00,738567.847222,14.81,-0.68,12.41,7.9,5.0,500.0,12.0,2.03
2023-02-16 20:21:00+00:00,738567.847917,15.18,0.24,13.69,6.2,5.0,506.0,12.0,2.01
2023-02-16 20:22:00+00:00,738567.848611,14.99,-2.53,12.09,8.17,6.0,495.0,12.0,1.98
2023-02-16 20:23:00+00:00,738567.849306,14.92,-5.36,12.34,6.34,6.0,487.0,12.0,1.95
2023-02-16 20:24:00+00:00,738567.85,14.57,-3.89,13.36,4.11,6.0,492.0,12.0,1.92
2023-02-16 20:25:00+00:00,738567.850694,14.7,-5.1,11.6,7.36,6.0,487.0,12.0,1.89
2023-02-16 20:26:00+00:00,738567.851389,14.67,-2.59,12.39,7.34,6.0,494.0,12.0,1.86
2023-02-16 20:27:00+00:00,738567.852083,14.55,-3.08,13.19,5.18,6.0,491.0,12.0,1.84
2023-02-16 20:28:00+00:00,738567.852778,14.4,-3.04,13.38,4.22,6.0,491.0,12.0,1.81
2023-02-16 20:29:00+00:00,738567.853472,13.49,-1.59,13.25,-1.26,6.0,492.0,12.0,1.78
2023-02-16 20:30:00+00:00,738567.854167,12.73,-2.26,5.6,4.58,6.0,490.0,12.0,1.75
2023-02-16 20:31:00+00:00,738567.854861,13.07,-5.61,0.52,11.75,7.0,486.0,12.0,1.72
2023-02-16 20:32:00+00:00,738567.855556,13.44,-6.7,7.23,8.27,6.0,484.0,11.0,1.69
2023-02-16 20:33:00+00:00,738567.85625,13.03,-6.65,8.79,6.91,7.0,485.0,11.0,1.67
2023-02-16 20:34:00+00:00,738567.856944,14.2,-6.5,10.7,6.67,6.0,488.0,11.0,1.64
2023-02-16 20:35:00+00:00,738567.857639,13.84,-6.4,11.56,3.64,7.0,486.0,11.0,1.61
2023-02-16 20:36:00+00:00,738567.858333,13.71,-5.22,11.73,4.63,6.0,487.0,11.0,1.58
2023-02-16 20:37:00+00:00,738567.859028,13.73,-7.49,10.14,4.96,6.0,483.0,11.0,1.55
2023-02-16 20:38:00+00:00,738567.859722,13.9,-8.38,8.83,6.51,6.0,483.0,11.0,1.52
2023-02-16 20:39:00+00:00,738567.860417,13.57,-9.27,5.77,7.48,6.0,481.0,11.0,1.49
2023-02-16 20:40:00+00:00,738567.861111,13.38,-9.32,3.26,9.05,6.0,480.0,11.0,1.47
2023-02-16 20:41:00+00:00,738567.861806,13.82,-9.2,1.15,10.1,6.0,483.0,11.0,1.44
