datetime,time,btot,bx,by,bz,density,speed,dst,kp
2023-02-20 13:26:00+00:00,738571.559722,9.63,-0.86,9.12,2.67,12.0,441.0,9.0,4.83
2023-02-20 13:27:00+00:00,738571.560417,10.06,-1.76,8.73,4.34,12.0,442.0,9.0,4.78
2023-02-20 13:28:00+00:00,738571.561111,9.86,-2.2,8.98,3.36,12.0,442.0,9.0,4.74
2023-02-20 13:29:00+00:00,738571.561806,9.3,-2.94,8.71,0.54,12.0,437.0,9.0,4.69
2023-02-20 13:30:00+00:00,738571.5625,10.66,-4.06,8.54,4.55,11.0,438.0,9.0,4.65
2023-02-20 13:31:00+00:00,738571.563194,11.11,-4.44,9.88,1.43,12.0,435.0,8.0,4.61
2023-02-20 13:32:00+00:00,738571.563889,11.51,-4.44,10.35,1.98,11.0,436.0,8.0,4.56
2023-02-20 13:33:00+00:00,738571.564583,11.98,-4.07,11.12,1.43,11.0,441.0,8.0,4.52
2023-02-20 13:34:00+00:00,738571.565278,11.79,-3.18,11.27,0.73,12.0,451.0,8.0,4.47
2023-02-20 13:35:00+00:00,738571.565972,11.88,-1.69,11.67,0.98,13.0,452.0,7.0,4.42
2023-02-20 13:36:00+00:00,738571.566667,11.67,0.21,11.64,0.18,14.0,458.0,7.0,4.38
2023-02-20 13:37:00+00:00,738571.567361,11.43,-1.3,11.31,-0.62,12.0,449.0,7.0,4.34
2023-02-20 13:38:00+00:00,738571.568056,11.13,-1.66,10.59,-0.69,12.0,448.0,7.0,4.29
2023-02-20 13:39:00+00:00,738571.56875,11.49,2.97,10.78,-1.43,13.0,455.0,6.0,4.25
2023-02-20 13:40:00+00:00,738571.569444,11.59,3.64,10.83,-0.92,13.0,456.0,6.0,4.2
2023-02-20 13:41:00+00:00,738571.570139,11.38,-7.56,8.22,1.8,7.0,419.0,6.0,4.16
2023-02-20 13:42:00+00:00,738571.570833,11.41,-5.97,9.42,2.1,11.0,420.0,6.0,4.11
2023-02-20 13:43:00+00:00,738571.571528,11.37,-5.33,9.98,0.77,11.0,421.0,6.0,4.06
2023-02-20 13:44:00+00:00,738571.572222,11.61,-5.05,10.27,1.36,12.0,420.0,5.0,4.02
2023-02-20 13:45:00+00:00,738571.572917,11.58,-2.42,10.79,1.97,12.0,429.0,5.0,3.98
2023-02-20 13:46:00+00:00,738571.573611,11.78,-1.66,11.51,-0.07,12.0,434.0,5.0,3.93
2023-02-20 13:47:00+00:00,738571.574306,11.55,-0.53,11.29,-1.85,12.0,436.0,5.0,3.89
2023-02-20 13:48:00+00:00,738571.575,11.61,0.79,10.75,-3.98,12.0,438.0,4.0,3.84
2023-02-20 13:49:00+00:00,738571.575694,11.58,2.11,10.59,-3.0,12.0,439.0,4.0,3.79
2023-02-20 13:50:00+00:00,738571.576389,11.26,-0.89,10.43,-3.34,11.0,434.0,4.0,3.75
2023-02-20 13:51:00+00:00,738571.577083,11.27,-2.32,10.94,-0.8,12.0,432.0,4.0,3.71
2023-02-20 13:52:00+00:00,738571.577778,11.84,-3.64,10.93,-2.46,11.0,431.0,4.0,3.66
2023-02-20 13:53:00+00:00,738571.578472,12.21,-3.86,10.84,-3.96,11.0,430.0,3.0,3.62
2023-02-20 13:54:00+00:00,738571.579167,12.32,-4.11,11.07,-3.46,11.0,430.0,3.0,3.57
2023-02-20 13:55:00+00:00,738571.579861,11.72,-5.12,8.73,4.57,10.0,423.0,3.0,3.53
2023-02-20 13:56:00+00:00,738571.580556,11.53,-5.61,9.25,3.78,10.0,420.0,3.0,3.48
2023-02-20 13:57:00+00:00,738571.58125,11.44,-5.88,9.08,3.67,10.0,423.0,2.0,3.43
2023-02-20 13:58:00+00:00,738571.581944,11.45,-6.44,9.33,1.36,10.0,418.0,2.0,3.39
2023-02-20 13:59:00+00:00,738571.582639,10.88,-5.11,9.22,-2.05,12.0,426.0,2.0,3.35
2023-02-20 14:00:00+00:00,738571.583333,10.97,-5.97,9.14,-0.94,10.0,425.0,2.0,3.3
2023-02-20 14:01:00+00:00,738571.584028,11.04,-5.96,9.18,-0.77,10.0,429.0,2.0,3.3
2023-02-20 14:02:00+00:00,738571.584722,11.53,-6.45,9.49,-0.84,10.0,427.0,2.0,3.31
2023-02-20 14:03:00+00:00,738571.585417,12.01,-7.04,9.49,-2.18,10.0,424.0,2.0,3.31
2023-02-20 14:04:00+00:00,738571.586111,11.66,-5.97,9.82,-2.04,10.0,427.0,2.0,3.31
2023-02-20 14:05:00+00:00,738571.586806,11.68,-5.18,10.45,-0.74,11.0,430.0,1.0,3.32
2023-02-20 14:06:00+00:00,738571.5875,11.76,-8.04,8.54,-0.34,10.0,419.0,1.0,3.32
2023-02-20 14:07:00+00:00,738571.588194,11.81,-7.91,8.68,-1.2,11.0,420.0,1.0,3.32
2023-02-20 14:08:00+00:00,738571.588889,11.72,-6.54,9.66,-1.18,11.0,422.0,1.0,3.33
2023-02-20 14:09:00+00:00,738571.589583,11.76,-4.73,10.67,-1.24,12.0,426.0,1.0,3.33
2023-02-20 14:10:00+00:00,738571.590278,11.77,-4.55,10.76,-0.81,11.0,428.0,1.0,3.33
2023-02-20 14:11:00+00:00,738571.590972,12.3,-9.06,8.48,0.33,9.0,420.0,1.0,3.34
2023-02-20 14:12:00+00:00,738571.591667,12.4,-9.28,8.17,0.43,10.0,419.0,1.0,3.34
2023-02-20 14:13:00+00:00,738571.592361,12.03,-7.1,9.37,0.47,10.0,419.0,1.0,3.34
2023-02-20 14:14:00+00:00,738571.593056,11.88,-10.3,5.25,2.25,9.0,413.0,1.0,3.35
2023-02-20 14:15:00+00:00,738571.59375,11.77,-9.79,5.33,2.53,7.0,405.0,1.0,3.35
2023-02-20 14:16:00+00:00,738571.594444,11.55,-9.46,5.49,3.41,7.0,410.0,1.0,3.35
2023-02-20 14:17:00+00:00,738571.595139,11.51,-8.58,6.86,3.31,8.0,413.0,1.0,3.36
2023-02-20 14:18:00+00:00,738571.595833,11.5,-7.31,8.58,2.02,10.0,422.0,1.0,3.36
2023-02-20 14:19:00+00:00,738571.596528,11.79,-8.0,7.78,3.71,10.0,419.0,1.0,3.36
2023-02-20 14:20:00+00:00,738571.597222,12.1,-7.94,8.4,3.58,10.0,418.0,1.0,3.37
2023-02-20 14:21:00+00:00,738571.597917,12.05,-7.8,8.58,3.21,10.0,420.0,1.0,3.37
2023-02-20 14:22:00+00:00,738571.598611,11.91,-7.24,9.16,2.11,10.0,423.0,1.0,3.37
2023-02-20 14:23:00+00:00,738571.599306,12.05,-6.98,9.73,0.82,9.0,426.0,1.0,3.38
2023-02-20 14:24:00+00:00,738571.6,12.44,-8.16,9.31,1.19,10.0,427.0,0.0,3.38
2023-02-20 14:25:00+00:00,738571.600694,12.51,-7.19,10.24,-0.11,10.0,428.0,0.0,3.38
2023-02-20 14:26:00+00:00,738571.601389,12.18,-6.79,10.11,0.07,9.0,429.0,0.0,3.39
2023-02-20 14:27:00+00:00,738571.602083,12.22,-7.02,9.92,0.91,10.0,428.0,0.0,3.39
2023-02-20 14:28:00+00:00,738571.602778,12.49,-7.89,9.55,1.28,10.0,430.0,0.0,3.39
2023-02-20 14:29:00+00:00,738571.603472,12.36,-6.52,10.51,-0.36,10.0,426.0,0.0,3.4
2023-02-20 14:30:00+00:00,738571.604167,12.59,-7.06,10.41,0.53,9.0,424.0,0.0,3.4
2023-02-20 14:31:00+00:00,738571.604861,12.68,-8.32,9.47,1.06,9.0,423.0,0.0,3.4
2023-02-20 14:32:00+00:00,738571.605556,12.68,-8.39,8.97,3.13,9.0,424.0,0.0,3.41
2023-02-20 14:33:00+00:00,738571.60625,12.88,-8.69,8.82,3.52,8.0,427.0,0.0,3.41
2023-02-20 14:34:00+00:00,738571.606944,12.91,-8.93,8.41,4.04,9.0,429.0,-0.0,3.41
2023-02-20 14:35:00+00:00,738571.607639,13.43,-9.74,8.04,4.66,8.0,431.0,-0.0,3.42
2023-02-20 14:36:00+00:00,738571.608333,13.83,-10.04,8.61,4.06,8.0,432.0,-0.0,3.42
2023-02-20 14:37:00+00:00,738571.609028,13.48,-9.47,9.29,2.18,9.0,428.0,-0.0,3.42
2023-02-20 14:38:00+00:00,738571.609722,13.13,-9.84,8.31,2.27,9.0,428.0,-0.0,3.43
2023-02-20 14:39:00+00:00,738571.610417,12.89,-9.52,8.22,2.58,9.0,422.0,-0.0,3.43
2023-02-20 14:40:00+00:00,738571.611111,13.17,-9.59,8.92,1.18,10.0,428.0,-0.0,3.43
2023-02-20 14:41:00+00:00,738571.611806,13.25,-10.48,8.0,1.34,9.0,428.0,-0.0,3.44
2023-02-20 14:42:00+00:00,738571.6125,13.68,-10.91,7.85,2.14,8.0,431.0,-0.0,3.44
2023-02-20 14:43:00+00:00,738571.613194,14.07,-10.68,9.12,0.3,7.0,436.0,-1.0,3.44
2023-02-20 14:44:00+00:00,738571.613889,13.76,-10.52,8.83,-0.22,8.0,434.0,-1.0,3.45
2023-02-20 14:45:00+00:00,738571.614583,13.66,-9.69,9.56,-1.0,8.0,431.0,-1.0,3.45
2023-02-20 14:46:00+00:00,738571.615278,13.56,-8.98,10.09,-1.09,8.0,438.0,-1.0,3.45
2023-02-20 14:47:00+00:00,738571.615972,13.38,-8.65,10.13,-1.27,7.0,436.0,-1.0,3.46
2023-02-20 14:48:00+00:00,738571.616667,13.08,-7.69,10.45,-1.63,8.0,437.0,-1.0,3.46
2023-02-20 14:49:00+00:00,738571.617361,12.86,-7.74,10.24,-1.24,8.0,439.0,-1.0,3.46
2023-02-20 14:50:00+00:00,738571.618056,12.8,-7.84,10.08,-1.07,8.0,440.0,-1.0,3.47
2023-02-20 14:51:00+00:00,738571.61875,12.94,-7.71,10.4,-0.18,8.0,440.0,-1.0,3.47
2023-02-20 14:52:00+00:00,738571.619444,13.07,-7.69,10.56,-0.23,8.0,438.0,-1.0,3.47
2023-02-20 14:53:00+00:00,738571.620139,13.05,-7.99,10.29,-0.78,8.0,440.0,-1.0,3.48
2023-02-20 14:54:00+00:00,738571.620833,13.14,-6.77,11.2,-0.12,8.0,439.0,-1.0,3.48
2023-02-20 14:55:00+00:00,738571.621528,12.71,-8.12,9.78,-0.39,8.0,440.0,-1.0,3.48
2023-02-20 14:56:00+00:00,738571.622222,13.11,-7.32,10.89,-0.07,8.0,433.0,-1.0,3.49
2023-02-20 14:57:00+00:00,738571.622917,13.39,-6.97,11.43,-0.09,8.0,434.0,-1.0,3.49
2023-02-20 14:58:00+00:00,738571.623611,13.29,-7.23,11.15,0.08,8.0,437.0,-1.0,3.49
2023-02-20 14:59:00+00:00,738571.624306,13.38,-6.62,11.6,-0.72,7.0,444.0,-1.0,3.5
2023-02-20 15:00:00+00:00,738571.625,13.21,-6.26,11.59,-0.14,8.0,453.0,-1.0,3.5
2023-02-20 15:01:00+00:00,738571.625694,13.02,-6.09,11.51,-0.46,8.0,449.0,-1.0,3.51
2023-02-20 15:02:00+00:00,738571.626389,13.0,-6.63,11.15,-0.74,8.0,443.0,-1.0,3.53
2023-02-20 15:03:00+00:00,738571.627083,13.22,-6.22,11.65,-0.52,7.0,448.0,-1.0,3.54
2023-02-20 15:04:00+00:00,738571.627778,12.66,-5.27,11.46,-0.96,8.0,453.0,-1.0,3.55
2023-02-20 15:05:00+00:00,738571.628472,12.68,-5.19,11.47,-1.46,8.0,451.0,-1.0,3.57
2023-02-20 15:06:00+00:00,738571.629167,12.49,-6.01,10.8,-1.32,8.0,444.0,-1.0,3.58
2023-02-20 15:07:00+00:00,738571.629861,12.46,-6.83,10.28,-1.76,8.0,440.0,-1.0,3.59
2023-02-20 15:08:00+00:00,738571.630556,12.8,-7.3,10.06,-2.97,7.0,443.0,-1.0,3.61
2023-02-20 15:09:00+00:00,738571.63125,12.32,-3.32,11.7,-1.75,8.0,452.0,-1.0,3.62
2023-02-20 15:10:00+00:00,738571.631944,12.76,-3.86,11.98,-1.89,8.0,458.0,-1.0,3.63
2023-02-20 15:11:00+00:00,738571.632639,12.87,-3.87,11.88,-3.06,8.0,458.0,-1.0,3.65
2023-02-20 15:12:00+00:00,738571.633333,12.62,-4.54,11.16,-3.72,8.0,460.0,-0.0,3.66
2023-02-20 15:13:00+00:00,738571.634028,12.36,-4.68,11.26,0.14,8.0,457.0,-0.0,3.67
2023-02-20 15:14:00+00:00,738571.634722,13.03,-5.21,11.92,0.01,8.0,456.0,-0.0,3.69
2023-02-20 15:15:00+00:00,738571.635417,12.79,-5.27,11.59,0.69,8.0,459.0,-0.0,3.7
2023-02-20 15:16:00+00:00,738571.636111,13.27,-6.02,11.78,0.6,7.0,457.0,-0.0,3.71
2023-02-20 15:17:00+00:00,738571.636806,13.64,-6.3,12.09,0.36,7.0,455.0,-0.0,3.73
2023-02-20 15:18:00+00:00,738571.6375,13.86,-5.9,12.55,0.06,7.0,456.0,-0.0,3.74
2023-02-20 15:19:00+00:00,738571.638194,13.93,-5.78,12.7,0.44,7.0,458.0,0.0,3.75
2023-02-20 15:20:00+00:00,738571.638889,14.04,-5.77,12.77,0.7,7.0,457.0,0.0,3.77
2023-02-20 15:21:00+00:00,738571.639583,13.63,-5.68,12.33,0.47,7.0,455.0,0.0,3.78
2023-02-20 15:22:00+00:00,738571.640278,12.55,-4.17,11.77,-0.14,9.0,454.0,0.0,3.79
2023-02-20 15:23:00+00:00,738571.640972,11.85,-2.46,11.53,-0.79,10.0,454.0,0.0,3.81
2023-02-20 15:24:00+00:00,738571.641667,11.84,-4.71,10.62,0.89,9.0,453.0,0.0,3.82
2023-02-20 15:25:00+00:00,738571.642361,11.63,-5.91,9.94,-0.14,11.0,469.0,1.0,3.83
2023-02-20 15:26:00+00:00,738571.643056,11.69,-3.66,11.08,-0.46,12.0,478.0,1.0,3.85
2023-02-20 15:27:00+00:00,738571.64375,11.67,-2.98,11.26,-0.41,13.0,478.0,1.0,3.86
2023-02-20 15:28:00+00:00,738571.644444,11.68,-1.34,11.46,-0.44,12.0,482.0,1.0,3.87
2023-02-20 15:29:00+00:00,738571.645139,11.86,-1.45,11.44,-1.48,12.0,480.0,1.0,3.89
2023-02-20 15:30:00+00:00,738571.645833,11.75,-1.44,11.52,-1.51,12.0,474.0,1.0,3.9
2023-02-20 15:31:00+00:00,738571.646528,11.71,-2.15,11.51,-0.33,12.0,476.0,1.0,3.91
2023-02-20 15:32:00+00:00,738571.647222,11.97,-1.75,11.76,-0.61,11.0,469.0,1.0,3.93
2023-02-20 15:33:00+00:00,738571.647917,12.16,-1.84,12.02,-0.35,12.0,469.0,1.0,3.94
2023-02-20 15:34:00+00:00,738571.648611,11.99,-2.16,11.73,-0.36,13.0,475.0,1.0,3.95
2023-02-20 15:35:00+00:00,738571.649306,12.09,-0.62,11.99,-1.28,13.0,477.0,1.0,3.97
2023-02-20 15:36:00+00:00,738571.65,11.99,-2.41,11.73,-0.25,13.0,473.0,1.0,3.98
2023-02-20 15:37:00+00:00,738571.650694,12.03,-1.06,11.94,0.25,13.0,477.0,1.0,3.99
2023-02-20 15:38:00+00:00,738571.651389,12.04,0.42,11.91,-1.44,13.0,481.0,2.0,4.01
2023-02-20 15:39:00+00:00,738571.652083,11.95,0.2,11.82,-1.66,13.0,481.0,2.0,4.02
2023-02-20 15:40:00+00:00,738571.652778,12.06,-0.92,11.87,-1.7,12.0,481.0,2.0,4.03
2023-02-20 15:41:00+00:00,738571.653472,12.38,-1.15,12.27,-1.03,12.0,480.0,2.0,4.05
2023-02-20 15:42:00+00:00,738571.654167,12.13,-0.27,11.93,-1.77,12.0,480.0,2.0,4.06
2023-02-20 15:43:00+00:00,738571.654861,12.22,1.2,11.84,-2.76,13.0,476.0,2.0,4.07
2023-02-20 15:44:00+00:00,738571.655556,11.99,0.74,11.73,-2.32,13.0,478.0,2.0,4.09
2023-02-20 15:45:00+00:00,738571.65625,11.89,0.64,11.72,-1.63,13.0,475.0,2.0,4.1
2023-02-20 15:46:00+00:00,738571.656944,11.92,1.88,11.46,-2.64,13.0,478.0,2.0,4.11
2023-02-20 15:47:00+00:00,738571.657639,12.0,2.37,11.18,-3.64,12.0,478.0,2.0,4.13
2023-02-20 15:48:00+00:00,738571.658333,11.83,3.01,10.47,-4.48,13.0,481.0,2.0,4.14
2023-02-20 15:49:00+00:00,738571.659028,11.69,1.86,11.09,-2.98,13.0,482.0,2.0,4.15
2023-02-20 15:50:00+00:00,738571.659722,11.53,1.43,11.1,-2.64,13.0,478.0,2.0,4.17
2023-02-20 15:51:00+00:00,738571.660417,11.42,2.18,10.87,-2.75,13.0,478.0,3.0,4.18
2023-02-20 15:52:00+00:00,738571.661111,11.38,2.85,10.33,-3.83,13.0,481.0,3.0,4.19
2023-02-20 15:53:00+00:00,738571.661806,11.47,2.75,10.66,-3.09,13.0,478.0,3.0,4.21
2023-02-20 15:54:00+00:00,738571.6625,11.31,1.88,11.03,-1.34,13.0,476.0,3.0,4.22
2023-02-20 15:55:00+00:00,738571.663194,11.29,1.74,11.11,-1.01,13.0,473.0,3.0,4.23
2023-02-20 15:56:00+00:00,738571.663889,11.46,2.13,11.18,-1.31,13.0,475.0,3.0,4.25
2023-02-20 15:57:00+00:00,738571.664583,11.36,1.27,11.09,-2.0,12.0,470.0,3.0,4.26
2023-02-20 15:58:00+00:00,738571.665278,11.56,3.29,10.93,-1.72,13.0,473.0,3.0,4.27
2023-02-20 15:59:00+00:00,738571.665972,11.65,3.49,10.98,-1.7,13.0,476.0,3.0,4.29
2023-02-20 16:00:00+00:00,738571.666667,11.74,3.16,11.27,-0.7,13.0,477.0,3.0,4.3
2023-02-20 16:01:00+00:00,738571.667361,11.78,2.19,11.57,0.04,13.0,475.0,3.0,4.29
2023-02-20 16:02:00+00:00,738571.668056,11.81,1.54,11.67,0.89,12.0,473.0,3.0,4.28
2023-02-20 16:03:00+00:00,738571.66875,11.81,1.39,11.67,1.05,12.0,472.0,3.0,4.27
2023-02-20 16:04:00+00:00,738571.669444,11.86,1.89,11.65,0.98,13.0,474.0,3.0,4.26
2023-02-20 16:05:00+00:00,738571.670139,11.92,2.25,11.64,1.03,13.0,475.0,3.0,4.25
2023-02-20 16:06:00+00:00,738571.670833,11.87,2.19,11.65,0.04,13.0,474.0,3.0,4.24
2023-02-20 16:07:00+00:00,738571.671528,11.92,2.54,11.63,0.56,13.0,473.0,3.0,4.23
2023-02-20 16:08:00+00:00,738571.672222,11.89,2.1,11.69,0.13,13.0,473.0,3.0,4.22
2023-02-20 16:09:00+00:00,738571.672917,12.01,1.86,11.84,0.38,13.0,473.0,3.0,4.21
2023-02-20 16:10:00+00:00,738571.673611,11.88,1.56,11.74,0.55,13.0,472.0,3.0,4.2
2023-02-20 16:11:00+00:00,738571.674306,11.88,1.78,11.69,1.08,13.0,471.0,3.0,4.19
2023-02-20 16:12:00+00:00,738571.675,11.85,1.72,11.7,0.73,12.0,464.0,3.0,4.18
2023-02-20 16:13:00+00:00,738571.675694,11.84,1.99,11.64,-0.42,12.0,466.0,3.0,4.17
2023-02-20 16:14:00+00:00,738571.676389,11.94,2.73,11.39,1.62,13.0,471.0,3.0,4.16
2023-02-20 16:15:00+00:00,738571.677083,11.84,1.27,10.95,4.15,12.0,471.0,3.0,4.15
2023-02-20 16:16:00+00:00,738571.677778,12.48,0.41,11.71,2.96,11.0,469.0,3.0,4.14
2023-02-20 16:17:00+00:00,738571.678472,13.51,-0.04,13.5,0.1,11.0,468.0,3.0,4.13
2023-02-20 16:18:00+00:00,738571.679167,13.54,0.07,13.51,0.93,10.0,468.0,2.0,4.12
2023-02-20 16:19:00+00:00,738571.679861,13.45,0.39,13.31,1.8,10.0,467.0,2.0,4.11
2023-02-20 16:20:00+00:00,738571.680556,12.59,0.23,11.97,3.87,11.0,463.0,2.0,4.1
2023-02-20 16:21:00+00:00,738571.68125,12.69,-0.14,12.09,3.83,11.0,463.0,2.0,4.09
2023-02-20 16:22:00+00:00,738571.681944,12.17,-2.03,9.76,6.85,11.0,457.0,2.0,4.08
2023-02-20 16:23:00+00:00,738571.682639,12.11,-1.49,10.97,4.74,11.0,457.0,2.0,4.07
2023-02-20 16:24:00+00:00,738571.683333,11.84,-0.85,10.98,4.03,12.0,460.0,2.0,4.06
2023-02-20 16:25:00+00:00,738571.684028,12.16,-0.41,11.36,4.14,12.0,460.0,2.0,4.05
2023-02-20 16:26:00+00:00,738571.684722,12.07,0.29,11.84,1.45,12.0,462.0,2.0,4.04
2023-02-20 16:27:00+00:00,738571.685417,12.09,0.3,12.07,-0.03,12.0,463.0,2.0,4.03
2023-02-20 16:28:00+00:00,738571.686111,12.29,1.57,12.14,-0.82,12.0,466.0,2.0,4.02
2023-02-20 16:29:00+00:00,738571.686806,12.12,1.05,12.05,-0.91,12.0,463.0,2.0,4.01
2023-02-20 16:30:00+00:00,738571.6875,11.91,1.69,11.5,-2.51,12.0,465.0,2.0,4.0
2023-02-20 16:31:00+00:00,738571.688194,11.69,1.8,11.08,-3.22,12.0,463.0,2.0,3.99
2023-02-20 16:32:00+00:00,738571.688889,11.87,2.41,10.85,-3.9,12.0,464.0,2.0,3.98
2023-02-20 16:33:00+00:00,738571.689583,12.07,4.58,9.81,-5.27,12.0,470.0,2.0,3.97
2023-02-20 16:34:00+00:00,738571.690278,11.89,2.89,10.88,-3.67,11.0,463.0,2.0,3.96
2023-02-20 16:35:00+00:00,738571.690972,11.5,4.28,9.79,-4.05,13.0,475.0,2.0,3.95
2023-02-20 16:36:00+00:00,738571.691667,11.53,1.32,10.91,-3.37,12.0,460.0,2.0,3.94
2023-02-20 16:37:00+00:00,738571.692361,11.92,1.38,11.48,-2.94,10.0,453.0,2.0,3.93
2023-02-20 16:38:00+00:00,738571.693056,12.64,1.93,12.07,-3.27,10.0,457.0,2.0,3.92
2023-02-20 16:39:00+00:00,738571.69375,12.69,1.8,12.34,-1.77,11.0,465.0,2.0,3.91
2023-02-20 16:40:00+00:00,738571.694444,12.66,1.34,12.53,1.04,10.0,460.0,2.0,3.9
2023-02-20 16:41:00+00:00,738571.695139,12.88,1.47,12.74,0.99,12.0,465.0,2.0,3.89
2023-02-20 16:42:00+00:00,738571.695833,12.81,1.37,12.72,0.65,11.0,462.0,2.0,3.88
2023-02-20 16:43:00+00:00,738571.696528,12.7,0.98,12.63,0.82,11.0,467.0,2.0,3.87
2023-02-20 16:44:00+00:00,738571.697222,12.61,0.73,12.57,-0.64,11.0,465.0,1.0,3.86
2023-02-20 16:45:00+00:00,738571.697917,12.47,0.64,12.38,-1.35,12.0,467.0,1.0,3.85
2023-02-20 16:46:00+00:00,738571.698611,12.48,0.5,12.32,-1.83,11.0,465.0,1.0,3.84
2023-02-20 16:47:00+00:00,738571.699306,12.7,0.54,12.58,-0.93,11.0,466.0,1.0,3.83
2023-02-20 16:48:00+00:00,738571.7,12.87,-0.4,12.77,0.63,11.0,469.0,1.0,3.82
2023-02-20 16:49:00+00:00,738571.700694,13.06,-0.08,13.03,-0.37,11.0,468.0,1.0,3.81
2023-02-20 16:50:00+00:00,738571.701389,13.02,-0.62,12.97,0.2,10.0,467.0,1.0,3.8
2023-02-20 16:51:00+00:00,738571.702083,13.05,-0.68,13.03,0.26,10.0,469.0,1.0,3.79
2023-02-20 16:52:00+00:00,738571.702778,13.1,-0.81,13.07,0.51,11.0,469.0,1.0,3.78
2023-02-20 16:53:00+00:00,738571.703472,13.14,-0.69,13.1,0.38,10.0,468.0,1.0,3.77
2023-02-20 16:54:00+00:00,738571.704167,13.03,-0.68,13.0,0.46,10.0,463.0,1.0,3.76
2023-02-20 16:55:00+00:00,738571.704861,12.96,-0.62,12.93,0.36,10.0,461.0,1.0,3.75
2023-02-20 16:56:00+00:00,738571.705556,12.89,-0.82,12.84,0.48,10.0,468.0,1.0,3.74
2023-02-20 16:57:00+00:00,738571.70625,12.99,-1.36,12.9,0.83,10.0,471.0,1.0,3.73
2023-02-20 16:58:00+00:00,738571.706944,12.67,-0.9,12.61,-0.39,10.0,463.0,1.0,3.72
2023-02-20 16:59:00+00:00,738571.707639,12.55,-0.03,12.55,-0.11,10.0,459.0,1.0,3.71
2023-02-20 17:00:00+00:00,738571.708333,12.56,0.25,12.56,-0.12,10.0,458.0,1.0,3.7
2023-02-20 17:01:00+00:00,738571.709028,12.26,-0.39,12.14,-0.72,11.0,453.0,1.0,3.69
2023-02-20 17:02:00+00:00,738571.709722,12.18,-0.48,12.11,-1.06,10.0,459.0,1.0,3.68
2023-02-20 17:03:00+00:00,738571.710417,11.98,-1.64,11.75,-1.47,11.0,454.0,1.0,3.68
2023-02-20 17:04:00+00:00,738571.711111,11.77,-2.93,11.01,-2.92,11.0,452.0,1.0,3.67
2023-02-20 17:05:00+00:00,738571.711806,11.61,-3.01,10.72,-3.28,10.0,448.0,1.0,3.66
2023-02-20 17:06:00+00:00,738571.7125,11.67,-2.4,11.03,-2.99,10.0,450.0,1.0,3.65
2023-02-20 17:07:00+00:00,738571.713194,11.63,-2.23,10.79,-3.69,10.0,448.0,0.0,3.64
2023-02-20 17:08:00+00:00,738571.713889,11.63,-2.55,10.7,-3.75,10.0,448.0,0.0,3.63
2023-02-20 17:09:00+00:00,738571.714583,11.99,-2.41,11.25,-3.4,10.0,450.0,0.0,3.63
2023-02-20 17:10:00+00:00,738571.715278,11.99,-1.45,11.54,-2.74,10.0,455.0,0.0,3.62
2023-02-20 17:11:00+00:00,738571.715972,11.81,0.26,11.47,-2.65,11.0,461.0,0.0,3.61
2023-02-20 17:12:00+00:00,738571.716667,11.74,-0.93,11.38,-2.71,11.0,452.0,0.0,3.6
2023-02-20 17:13:00+00:00,738571.717361,11.76,-0.77,11.44,-2.57,10.0,451.0,0.0,3.59
2023-02-20 17:14:00+00:00,738571.718056,11.76,-0.5,11.51,-2.3,10.0,451.0,0.0,3.58
2023-02-20 17:15:00+00:00,738571.71875,11.88,0.47,11.7,-2.09,10.0,453.0,0.0,3.58
2023-02-20 17:16:00+00:00,738571.719444,11.76,0.98,11.62,-1.5,10.0,454.0,-0.0,3.57
2023-02-20 17:17:00+00:00,738571.720139,11.53,1.13,11.45,-0.55,11.0,456.0,-0.0,3.56
2023-02-20 17:18:00+00:00,738571.720833,11.56,1.61,11.44,-0.29,12.0,458.0,-0.0,3.55
2023-02-20 17:19:00+00:00,738571.721528,11.55,0.76,11.48,-0.86,12.0,453.0,-0.0,3.54
2023-02-20 17:20:00+00:00,738571.722222,11.66,0.3,11.6,-1.15,11.0,455.0,-0.0,3.53
2023-02-20 17:21:00+00:00,738571.722917,11.82,0.52,11.75,-1.15,13.0,458.0,-0.0,3.53
2023-02-20 17:22:00+00:00,738571.723611,11.84,-0.37,11.74,-1.22,10.0,449.0,-0.0,3.52
2023-02-20 17:23:00+00:00,738571.724306,11.65,-0.03,11.61,-0.96,10.0,449.0,-0.0,3.51
2023-02-20 17:24:00+00:00,738571.725,11.67,0.62,11.58,-1.47,10.0,451.0,-0.0,3.5
2023-02-20 17:25:00+00:00,738571.725694,11.68,0.37,11.59,-1.24,10.0,449.0,-0.0,3.49
2023-02-20 17:26:00+00:00,738571.726389,11.59,-0.09,11.54,-0.69,10.0,449.0,-1.0,3.48
2023-02-20 17:27:00+00:00,738571.727083,10.83,1.82,10.57,-1.25,11.0,453.0,-1.0,3.48
2023-02-20 17:28:00+00:00,738571.727778,9.95,0.77,9.52,1.55,13.0,450.0,-1.0,3.47
2023-02-20 17:29:00+00:00,738571.728472,9.83,1.09,9.6,1.64,14.0,449.0,-1.0,3.46
2023-02-20 17:30:00+00:00,738571.729167,9.83,0.21,9.78,-0.54,14.0,446.0,-1.0,3.45
2023-02-20 17:31:00+00:00,738571.729861,9.48,0.32,8.84,3.03,15.0,445.0,-1.0,3.44
2023-02-20 17:32:00+00:00,738571.730556,9.27,0.75,9.22,0.21,14.0,449.0,-1.0,3.43
